post,visa_class,issuances,year,month,source_file,date,country
Mbabane,J1,5,2025,1,2025_01_post.xlsx,2025-01-01,
Melbourne,F1,24,2025,1,2025_01_post.xlsx,2025-01-01,Australia
Melbourne,J1,117,2025,1,2025_01_post.xlsx,2025-01-01,Australia
Melbourne,M1,2,2025,1,2025_01_post.xlsx,2025-01-01,Australia
Merida,F1,14,2025,1,2025_01_post.xlsx,2025-01-01,
Merida,J1,26,2025,1,2025_01_post.xlsx,2025-01-01,
Merida,M1,1,2025,1,2025_01_post.xlsx,2025-01-01,
Mexico City,F1,145,2025,1,2025_01_post.xlsx,2025-01-01,Mexico
Mexico City,J1,370,2025,1,2025_01_post.xlsx,2025-01-01,Mexico
Mexico City,M1,11,2025,1,2025_01_post.xlsx,2025-01-01,Mexico
Milan,F1,210,2025,1,2025_01_post.xlsx,2025-01-01,Italy
Milan,J1,191,2025,1,2025_01_post.xlsx,2025-01-01,Italy
Milan,M1,4,2025,1,2025_01_post.xlsx,2025-01-01,Italy
Monrovia,F1,8,2025,1,2025_01_post.xlsx,2025-01-01,
Monrovia,J1,1,2025,1,2025_01_post.xlsx,2025-01-01,
Monterrey,F1,38,2025,1,2025_01_post.xlsx,2025-01-01,Mexico
Monterrey,J1,35,2025,1,2025_01_post.xlsx,2025-01-01,Mexico
Monterrey,M1,3,2025,1,2025_01_post.xlsx,2025-01-01,Mexico
Montevideo,F1,13,2025,1,2025_01_post.xlsx,2025-01-01,
Montevideo,J1,5,2025,1,2025_01_post.xlsx,2025-01-01,
Montreal,J1,4,2025,1,2025_01_post.xlsx,2025-01-01,Canada
Moscow,F1,1,2025,1,2025_01_post.xlsx,2025-01-01,
Mumbai,F1,98,2025,1,2025_01_post.xlsx,2025-01-01,India
Mumbai,J1,66,2025,1,2025_01_post.xlsx,2025-01-01,India
Mumbai,M1,22,2025,1,2025_01_post.xlsx,2025-01-01,India
Munich,F1,81,2025,1,2025_01_post.xlsx,2025-01-01,Germany
Munich,J1,193,2025,1,2025_01_post.xlsx,2025-01-01,Germany
Munich,M1,7,2025,1,2025_01_post.xlsx,2025-01-01,Germany
Muscat,F1,26,2025,1,2025_01_post.xlsx,2025-01-01,
Muscat,J1,1,2025,1,2025_01_post.xlsx,2025-01-01,
Muscat,M1,1,2025,1,2025_01_post.xlsx,2025-01-01,
N`Djamena,F1,5,2025,1,2025_01_post.xlsx,2025-01-01,
Naha,F1,3,2025,1,2025_01_post.xlsx,2025-01-01,
Naha,J1,5,2025,1,2025_01_post.xlsx,2025-01-01,
Naha,M1,14,2025,1,2025_01_post.xlsx,2025-01-01,
Nairobi,F1,96,2025,1,2025_01_post.xlsx,2025-01-01,Kenya
Nairobi,J1,22,2025,1,2025_01_post.xlsx,2025-01-01,Kenya
Nairobi,M1,1,2025,1,2025_01_post.xlsx,2025-01-01,Kenya
Naples,F1,35,2025,1,2025_01_post.xlsx,2025-01-01,
Naples,J1,41,2025,1,2025_01_post.xlsx,2025-01-01,
Nassau,F1,54,2025,1,2025_01_post.xlsx,2025-01-01,
Nassau,J1,1,2025,1,2025_01_post.xlsx,2025-01-01,
Nassau,M1,3,2025,1,2025_01_post.xlsx,2025-01-01,
New Delhi,F1,140,2025,1,2025_01_post.xlsx,2025-01-01,India
New Delhi,J1,70,2025,1,2025_01_post.xlsx,2025-01-01,India
New Delhi,M1,27,2025,1,2025_01_post.xlsx,2025-01-01,India
Nicosia,F1,2,2025,1,2025_01_post.xlsx,2025-01-01,
Nicosia,J1,7,2025,1,2025_01_post.xlsx,2025-01-01,
Nogales,F1,2,2025,1,2025_01_post.xlsx,2025-01-01,
Nouakchott,F1,3,2025,1,2025_01_post.xlsx,2025-01-01,
Nouakchott,J1,3,2025,1,2025_01_post.xlsx,2025-01-01,
Nuevo Laredo,F1,1,2025,1,2025_01_post.xlsx,2025-01-01,
Nuevo Laredo,M1,1,2025,1,2025_01_post.xlsx,2025-01-01,
Osaka/Kobe,F1,199,2025,1,2025_01_post.xlsx,2025-01-01,Japan
Osaka/Kobe,J1,89,2025,1,2025_01_post.xlsx,2025-01-01,Japan
Osaka/Kobe,M1,29,2025,1,2025_01_post.xlsx,2025-01-01,Japan
Oslo,F1,81,2025,1,2025_01_post.xlsx,2025-01-01,Norway
Oslo,J1,31,2025,1,2025_01_post.xlsx,2025-01-01,Norway
Oslo,M1,11,2025,1,2025_01_post.xlsx,2025-01-01,Norway
Ottawa,F1,38,2025,1,2025_01_post.xlsx,2025-01-01,
Ottawa,J1,14,2025,1,2025_01_post.xlsx,2025-01-01,
Ouagadougou,F1,22,2025,1,2025_01_post.xlsx,2025-01-01,
Ouagadougou,J1,3,2025,1,2025_01_post.xlsx,2025-01-01,
Panama City,F1,27,2025,1,2025_01_post.xlsx,2025-01-01,
Panama City,J1,10,2025,1,2025_01_post.xlsx,2025-01-01,
Paramaribo,F1,3,2025,1,2025_01_post.xlsx,2025-01-01,
Paramaribo,J1,1,2025,1,2025_01_post.xlsx,2025-01-01,
Paris,F1,341,2025,1,2025_01_post.xlsx,2025-01-01,France
Paris,J1,704,2025,1,2025_01_post.xlsx,2025-01-01,France
Paris,M1,4,2025,1,2025_01_post.xlsx,2025-01-01,France
Perth,F1,10,2025,1,2025_01_post.xlsx,2025-01-01,
Perth,J1,18,2025,1,2025_01_post.xlsx,2025-01-01,
Phnom Penh,F1,114,2025,1,2025_01_post.xlsx,2025-01-01,
Phnom Penh,J1,3,2025,1,2025_01_post.xlsx,2025-01-01,
Podgorica,F1,4,2025,1,2025_01_post.xlsx,2025-01-01,
Podgorica,J1,13,2025,1,2025_01_post.xlsx,2025-01-01,
Port Louis,F1,7,2025,1,2025_01_post.xlsx,2025-01-01,
Port Louis,J1,4,2025,1,2025_01_post.xlsx,2025-01-01,
Port Moresby,F1,7,2025,1,2025_01_post.xlsx,2025-01-01,
Port Moresby,J1,2,2025,1,2025_01_post.xlsx,2025-01-01,
Port of Spain,F1,22,2025,1,2025_01_post.xlsx,2025-01-01,
Port of Spain,J1,3,2025,1,2025_01_post.xlsx,2025-01-01,
Port of Spain,M1,2,2025,1,2025_01_post.xlsx,2025-01-01,
Porto Alegre,F1,23,2025,1,2025_01_post.xlsx,2025-01-01,Brazil
Porto Alegre,J1,60,2025,1,2025_01_post.xlsx,2025-01-01,Brazil
Porto Alegre,M1,3,2025,1,2025_01_post.xlsx,2025-01-01,Brazil
Prague,F1,17,2025,1,2025_01_post.xlsx,2025-01-01,Czech Republic
Prague,J1,62,2025,1,2025_01_post.xlsx,2025-01-01,Czech Republic
Praia,F1,5,2025,1,2025_01_post.xlsx,2025-01-01,
Praia,J1,2,2025,1,2025_01_post.xlsx,2025-01-01,
Pristina,F1,6,2025,1,2025_01_post.xlsx,2025-01-01,
Pristina,J1,4,2025,1,2025_01_post.xlsx,2025-01-01,
Quito,F1,85,2025,1,2025_01_post.xlsx,2025-01-01,Ecuador
Quito,J1,489,2025,1,2025_01_post.xlsx,2025-01-01,Ecuador
Quito,M1,1,2025,1,2025_01_post.xlsx,2025-01-01,Ecuador
Rangoon,F1,109,2025,1,2025_01_post.xlsx,2025-01-01,
Recife,F1,22,2025,1,2025_01_post.xlsx,2025-01-01,
Recife,J1,47,2025,1,2025_01_post.xlsx,2025-01-01,
Recife,M1,1,2025,1,2025_01_post.xlsx,2025-01-01,
Reykjavik,F1,10,2025,1,2025_01_post.xlsx,2025-01-01,
Reykjavik,J1,2,2025,1,2025_01_post.xlsx,2025-01-01,
Reykjavik,M1,1,2025,1,2025_01_post.xlsx,2025-01-01,
Riga,F1,3,2025,1,2025_01_post.xlsx,2025-01-01,
Riga,J1,8,2025,1,2025_01_post.xlsx,2025-01-01,
Rio de Janeiro,F1,44,2025,1,2025_01_post.xlsx,2025-01-01,Brazil
Rio de Janeiro,J1,87,2025,1,2025_01_post.xlsx,2025-01-01,Brazil
Rio de Janeiro,M1,3,2025,1,2025_01_post.xlsx,2025-01-01,Brazil
Riyadh,F1,90,2025,1,2025_01_post.xlsx,2025-01-01,Saudi Arabia
Riyadh,J1,25,2025,1,2025_01_post.xlsx,2025-01-01,Saudi Arabia
Riyadh,M1,11,2025,1,2025_01_post.xlsx,2025-01-01,Saudi Arabia
Rome,F1,112,2025,1,2025_01_post.xlsx,2025-01-01,Italy
Rome,J1,101,2025,1,2025_01_post.xlsx,2025-01-01,Italy
Rome,M1,9,2025,1,2025_01_post.xlsx,2025-01-01,Italy
San Jose,F1,28,2025,1,2025_01_post.xlsx,2025-01-01,
San Jose,J1,17,2025,1,2025_01_post.xlsx,2025-01-01,
San Salvador,F1,9,2025,1,2025_01_post.xlsx,2025-01-01,
San Salvador,J1,11,2025,1,2025_01_post.xlsx,2025-01-01,
San Salvador,M1,1,2025,1,2025_01_post.xlsx,2025-01-01,
Santiago,F1,78,2025,1,2025_01_post.xlsx,2025-01-01,Chile
Santiago,J1,58,2025,1,2025_01_post.xlsx,2025-01-01,Chile
Santiago,M1,1,2025,1,2025_01_post.xlsx,2025-01-01,Chile
Santo Domingo,F1,116,2025,1,2025_01_post.xlsx,2025-01-01,Dominican Republic
Santo Domingo,J1,29,2025,1,2025_01_post.xlsx,2025-01-01,Dominican Republic
Sao Paulo,F1,155,2025,1,2025_01_post.xlsx,2025-01-01,Brazil
Sao Paulo,J1,261,2025,1,2025_01_post.xlsx,2025-01-01,Brazil
Sao Paulo,M1,21,2025,1,2025_01_post.xlsx,2025-01-01,Brazil
Sarajevo,F1,6,2025,1,2025_01_post.xlsx,2025-01-01,
Sarajevo,J1,11,2025,1,2025_01_post.xlsx,2025-01-01,
Seoul,F1,375,2025,1,2025_01_post.xlsx,2025-01-01,South Korea
Seoul,J1,515,2025,1,2025_01_post.xlsx,2025-01-01,South Korea
Seoul,M1,30,2025,1,2025_01_post.xlsx,2025-01-01,South Korea
Shanghai,F1,469,2025,1,2025_01_post.xlsx,2025-01-01,China
Shanghai,J1,164,2025,1,2025_01_post.xlsx,2025-01-01,China
Shenyang,F1,31,2025,1,2025_01_post.xlsx,2025-01-01,China
Shenyang,J1,18,2025,1,2025_01_post.xlsx,2025-01-01,China
Singapore,F1,59,2025,1,2025_01_post.xlsx,2025-01-01,Singapore
Singapore,J1,40,2025,1,2025_01_post.xlsx,2025-01-01,Singapore
Singapore,M1,2,2025,1,2025_01_post.xlsx,2025-01-01,Singapore
Skopje,F1,5,2025,1,2025_01_post.xlsx,2025-01-01,
Skopje,J1,13,2025,1,2025_01_post.xlsx,2025-01-01,
Sofia,F1,6,2025,1,2025_01_post.xlsx,2025-01-01,Bulgaria
Sofia,J1,11,2025,1,2025_01_post.xlsx,2025-01-01,Bulgaria
Stockholm,F1,76,2025,1,2025_01_post.xlsx,2025-01-01,Sweden
Stockholm,J1,84,2025,1,2025_01_post.xlsx,2025-01-01,Sweden
Surabaya,F1,9,2025,1,2025_01_post.xlsx,2025-01-01,
Surabaya,J1,20,2025,1,2025_01_post.xlsx,2025-01-01,
Suva,F1,4,2025,1,2025_01_post.xlsx,2025-01-01,
Suva,J1,4,2025,1,2025_01_post.xlsx,2025-01-01,
Sydney,F1,43,2025,1,2025_01_post.xlsx,2025-01-01,Australia
Sydney,J1,118,2025,1,2025_01_post.xlsx,2025-01-01,Australia
Sydney,M1,8,2025,1,2025_01_post.xlsx,2025-01-01,Australia
Tallinn,F1,6,2025,1,2025_01_post.xlsx,2025-01-01,
Tallinn,J1,18,2025,1,2025_01_post.xlsx,2025-01-01,
Tashkent,F1,42,2025,1,2025_01_post.xlsx,2025-01-01,
Tashkent,J1,14,2025,1,2025_01_post.xlsx,2025-01-01,
Tashkent,M1,1,2025,1,2025_01_post.xlsx,2025-01-01,
Tbilisi,F1,11,2025,1,2025_01_post.xlsx,2025-01-01,
Tbilisi,J1,21,2025,1,2025_01_post.xlsx,2025-01-01,
Tegucigalpa,F1,21,2025,1,2025_01_post.xlsx,2025-01-01,
Tegucigalpa,J1,51,2025,1,2025_01_post.xlsx,2025-01-01,
Tegucigalpa,M1,1,2025,1,2025_01_post.xlsx,2025-01-01,
Tel Aviv,F1,44,2025,1,2025_01_post.xlsx,2025-01-01,Israel
Tel Aviv,J1,53,2025,1,2025_01_post.xlsx,2025-01-01,Israel
Tel Aviv,M1,4,2025,1,2025_01_post.xlsx,2025-01-01,Israel
Tijuana,F1,17,2025,1,2025_01_post.xlsx,2025-01-01,
Tijuana,J1,6,2025,1,2025_01_post.xlsx,2025-01-01,
Tijuana,M1,1,2025,1,2025_01_post.xlsx,2025-01-01,
Tirana,F1,16,2025,1,2025_01_post.xlsx,2025-01-01,
Tirana,J1,6,2025,1,2025_01_post.xlsx,2025-01-01,
Tokyo,F1,406,2025,1,2025_01_post.xlsx,2025-01-01,Japan
Tokyo,J1,146,2025,1,2025_01_post.xlsx,2025-01-01,Japan
Tokyo,M1,35,2025,1,2025_01_post.xlsx,2025-01-01,Japan
Toronto,F1,68,2025,1,2025_01_post.xlsx,2025-01-01,Canada
Toronto,J1,27,2025,1,2025_01_post.xlsx,2025-01-01,Canada
Toronto,M1,3,2025,1,2025_01_post.xlsx,2025-01-01,Canada
Tunis,F1,34,2025,1,2025_01_post.xlsx,2025-01-01,
Tunis,J1,12,2025,1,2025_01_post.xlsx,2025-01-01,
Ulaanbaatar,F1,46,2025,1,2025_01_post.xlsx,2025-01-01,Mongolia
Ulaanbaatar,J1,118,2025,1,2025_01_post.xlsx,2025-01-01,Mongolia
Ulaanbaatar,M1,3,2025,1,2025_01_post.xlsx,2025-01-01,Mongolia
Valletta,J1,3,2025,1,2025_01_post.xlsx,2025-01-01,
Vancouver,F1,59,2025,1,2025_01_post.xlsx,2025-01-01,Canada
Vancouver,J1,16,2025,1,2025_01_post.xlsx,2025-01-01,Canada
Vancouver,M1,2,2025,1,2025_01_post.xlsx,2025-01-01,Canada
Vienna,F1,24,2025,1,2025_01_post.xlsx,2025-01-01,Austria
Vienna,J1,51,2025,1,2025_01_post.xlsx,2025-01-01,Austria
Vienna,M1,3,2025,1,2025_01_post.xlsx,2025-01-01,Austria
Vientiane,F1,4,2025,1,2025_01_post.xlsx,2025-01-01,
Vientiane,J1,2,2025,1,2025_01_post.xlsx,2025-01-01,
Vilnius,F1,8,2025,1,2025_01_post.xlsx,2025-01-01,
Vilnius,J1,26,2025,1,2025_01_post.xlsx,2025-01-01,
Warsaw,F1,37,2025,1,2025_01_post.xlsx,2025-01-01,Poland
Warsaw,J1,65,2025,1,2025_01_post.xlsx,2025-01-01,Poland
Warsaw,M1,1,2025,1,2025_01_post.xlsx,2025-01-01,Poland
Windhoek,F1,6,2025,1,2025_01_post.xlsx,2025-01-01,
Windhoek,J1,3,2025,1,2025_01_post.xlsx,2025-01-01,
Wuhan,F1,77,2025,1,2025_01_post.xlsx,2025-01-01,China
Wuhan,J1,54,2025,1,2025_01_post.xlsx,2025-01-01,China
Yaounde,F1,66,2025,1,2025_01_post.xlsx,2025-01-01,
Yaounde,J1,7,2025,1,2025_01_post.xlsx,2025-01-01,
Yerevan,F1,20,2025,1,2025_01_post.xlsx,2025-01-01,Armenia
Yerevan,J1,38,2025,1,2025_01_post.xlsx,2025-01-01,Armenia
Zagreb,F1,6,2025,1,2025_01_post.xlsx,2025-01-01,Croatia
Zagreb,J1,15,2025,1,2025_01_post.xlsx,2025-01-01,Croatia
Abidjan,F1,30,2025,2,2025_02_post.xlsx,2025-02-01,
Abu Dhabi,F1,45,2025,2,2025_02_post.xlsx,2025-02-01,United Arab Emirates
Abu Dhabi,J1,19,2025,2,2025_02_post.xlsx,2025-02-01,United Arab Emirates
Abu Dhabi,M1,1,2025,2,2025_02_post.xlsx,2025-02-01,United Arab Emirates
Abuja,F1,61,2025,2,2025_02_post.xlsx,2025-02-01,Nigeria
Abuja,J1,34,2025,2,2025_02_post.xlsx,2025-02-01,Nigeria
Abuja,M1,5,2025,2,2025_02_post.xlsx,2025-02-01,Nigeria
Accra,F1,70,2025,2,2025_02_post.xlsx,2025-02-01,Ghana
Accra,J1,8,2025,2,2025_02_post.xlsx,2025-02-01,Ghana
Addis Ababa,F1,20,2025,2,2025_02_post.xlsx,2025-02-01,
Addis Ababa,J1,7,2025,2,2025_02_post.xlsx,2025-02-01,
AIT Taipei,F1,99,2025,2,2025_02_post.xlsx,2025-02-01,Taiwan
AIT Taipei,J1,115,2025,2,2025_02_post.xlsx,2025-02-01,Taiwan
AIT Taipei,M1,19,2025,2,2025_02_post.xlsx,2025-02-01,Taiwan
Algiers,F1,22,2025,2,2025_02_post.xlsx,2025-02-01,
Algiers,J1,11,2025,2,2025_02_post.xlsx,2025-02-01,
Almaty,F1,15,2025,2,2025_02_post.xlsx,2025-02-01,Kazakhstan
Almaty,J1,11,2025,2,2025_02_post.xlsx,2025-02-01,Kazakhstan
Almaty,M1,1,2025,2,2025_02_post.xlsx,2025-02-01,Kazakhstan
Amman,F1,14,2025,2,2025_02_post.xlsx,2025-02-01,
Amman,J1,42,2025,2,2025_02_post.xlsx,2025-02-01,
Amsterdam,F1,25,2025,2,2025_02_post.xlsx,2025-02-01,Netherlands
Amsterdam,J1,121,2025,2,2025_02_post.xlsx,2025-02-01,Netherlands
Amsterdam,M1,2,2025,2,2025_02_post.xlsx,2025-02-01,Netherlands
Ankara,F1,14,2025,2,2025_02_post.xlsx,2025-02-01,Turkey
Ankara,J1,51,2025,2,2025_02_post.xlsx,2025-02-01,Turkey
Ankara,M1,1,2025,2,2025_02_post.xlsx,2025-02-01,Turkey
Antananarivo,F1,6,2025,2,2025_02_post.xlsx,2025-02-01,
Antananarivo,J1,9,2025,2,2025_02_post.xlsx,2025-02-01,
Ashgabat,F1,7,2025,2,2025_02_post.xlsx,2025-02-01,
Ashgabat,J1,1,2025,2,2025_02_post.xlsx,2025-02-01,
Astana,F1,17,2025,2,2025_02_post.xlsx,2025-02-01,Kazakhstan
Astana,J1,21,2025,2,2025_02_post.xlsx,2025-02-01,Kazakhstan
Asuncion,F1,5,2025,2,2025_02_post.xlsx,2025-02-01,
Asuncion,J1,13,2025,2,2025_02_post.xlsx,2025-02-01,
Athens,F1,9,2025,2,2025_02_post.xlsx,2025-02-01,
Athens,J1,16,2025,2,2025_02_post.xlsx,2025-02-01,
Auckland,F1,6,2025,2,2025_02_post.xlsx,2025-02-01,New Zealand
Auckland,J1,203,2025,2,2025_02_post.xlsx,2025-02-01,New Zealand
Auckland,M1,6,2025,2,2025_02_post.xlsx,2025-02-01,New Zealand
Baghdad,J1,4,2025,2,2025_02_post.xlsx,2025-02-01,
Baku,F1,5,2025,2,2025_02_post.xlsx,2025-02-01,
Baku,J1,2,2025,2,2025_02_post.xlsx,2025-02-01,
Bamako,F1,2,2025,2,2025_02_post.xlsx,2025-02-01,
Bamako,J1,1,2025,2,2025_02_post.xlsx,2025-02-01,
Bandar Seri Begawan,F1,1,2025,2,2025_02_post.xlsx,2025-02-01,
Bandar Seri Begawan,J1,8,2025,2,2025_02_post.xlsx,2025-02-01,
Bangkok,F1,54,2025,2,2025_02_post.xlsx,2025-02-01,Thailand
Bangkok,J1,3570,2025,2,2025_02_post.xlsx,2025-02-01,Thailand
Banjul,J1,1,2025,2,2025_02_post.xlsx,2025-02-01,
Beijing,F1,351,2025,2,2025_02_post.xlsx,2025-02-01,China
Beijing,J1,265,2025,2,2025_02_post.xlsx,2025-02-01,China
Beijing,M1,5,2025,2,2025_02_post.xlsx,2025-02-01,China
Beirut,F1,4,2025,2,2025_02_post.xlsx,2025-02-01,
Beirut,J1,18,2025,2,2025_02_post.xlsx,2025-02-01,
Belfast,F1,9,2025,2,2025_02_post.xlsx,2025-02-01,United Kingdom
Belfast,J1,220,2025,2,2025_02_post.xlsx,2025-02-01,United Kingdom
Belgrade,F1,16,2025,2,2025_02_post.xlsx,2025-02-01,Serbia
Belgrade,J1,7,2025,2,2025_02_post.xlsx,2025-02-01,Serbia
Belmopan,F1,2,2025,2,2025_02_post.xlsx,2025-02-01,
Belmopan,J1,3,2025,2,2025_02_post.xlsx,2025-02-01,
Berlin,F1,29,2025,2,2025_02_post.xlsx,2025-02-01,Germany
Berlin,J1,150,2025,2,2025_02_post.xlsx,2025-02-01,Germany
Berlin,M1,3,2025,2,2025_02_post.xlsx,2025-02-01,Germany
Bern,F1,67,2025,2,2025_02_post.xlsx,2025-02-01,Switzerland
Bern,J1,120,2025,2,2025_02_post.xlsx,2025-02-01,Switzerland
Bern,M1,2,2025,2,2025_02_post.xlsx,2025-02-01,Switzerland
Bishkek,F1,20,2025,2,2025_02_post.xlsx,2025-02-01,
Bishkek,J1,4,2025,2,2025_02_post.xlsx,2025-02-01,
Bogota,F1,169,2025,2,2025_02_post.xlsx,2025-02-01,Colombia
Bogota,J1,571,2025,2,2025_02_post.xlsx,2025-02-01,Colombia
Bogota,M1,4,2025,2,2025_02_post.xlsx,2025-02-01,Colombia
Brasilia,F1,28,2025,2,2025_02_post.xlsx,2025-02-01,Brazil
Brasilia,J1,104,2025,2,2025_02_post.xlsx,2025-02-01,Brazil
Brasilia,M1,11,2025,2,2025_02_post.xlsx,2025-02-01,Brazil
Bratislava,F1,4,2025,2,2025_02_post.xlsx,2025-02-01,Slovakia
Bratislava,J1,24,2025,2,2025_02_post.xlsx,2025-02-01,Slovakia
Brazzaville,F1,2,2025,2,2025_02_post.xlsx,2025-02-01,
Brazzaville,J1,1,2025,2,2025_02_post.xlsx,2025-02-01,
Bridgetown,F1,17,2025,2,2025_02_post.xlsx,2025-02-01,
Bridgetown,J1,22,2025,2,2025_02_post.xlsx,2025-02-01,
Bridgetown,M1,3,2025,2,2025_02_post.xlsx,2025-02-01,
Brussels,F1,17,2025,2,2025_02_post.xlsx,2025-02-01,Belgium
Brussels,J1,48,2025,2,2025_02_post.xlsx,2025-02-01,Belgium
Brussels,M1,8,2025,2,2025_02_post.xlsx,2025-02-01,Belgium
Bucharest,F1,8,2025,2,2025_02_post.xlsx,2025-02-01,Romania
Bucharest,J1,713,2025,2,2025_02_post.xlsx,2025-02-01,Romania
Budapest,F1,2,2025,2,2025_02_post.xlsx,2025-02-01,Hungary
Budapest,J1,189,2025,2,2025_02_post.xlsx,2025-02-01,Hungary
Buenos Aires,F1,40,2025,2,2025_02_post.xlsx,2025-02-01,Argentina
Buenos Aires,J1,164,2025,2,2025_02_post.xlsx,2025-02-01,Argentina
Buenos Aires,M1,4,2025,2,2025_02_post.xlsx,2025-02-01,Argentina
Bujumbura,F1,2,2025,2,2025_02_post.xlsx,2025-02-01,
Bujumbura,J1,2,2025,2,2025_02_post.xlsx,2025-02-01,
Cairo,F1,11,2025,2,2025_02_post.xlsx,2025-02-01,Egypt
Cairo,J1,34,2025,2,2025_02_post.xlsx,2025-02-01,Egypt
Cairo,M1,2,2025,2,2025_02_post.xlsx,2025-02-01,Egypt
Calgary,F1,3,2025,2,2025_02_post.xlsx,2025-02-01,
Calgary,J1,15,2025,2,2025_02_post.xlsx,2025-02-01,
Cape Town,F1,38,2025,2,2025_02_post.xlsx,2025-02-01,
Cape Town,J1,68,2025,2,2025_02_post.xlsx,2025-02-01,
Casablanca,F1,16,2025,2,2025_02_post.xlsx,2025-02-01,
Casablanca,J1,32,2025,2,2025_02_post.xlsx,2025-02-01,
Chennai,F1,165,2025,2,2025_02_post.xlsx,2025-02-01,India
Chennai,J1,424,2025,2,2025_02_post.xlsx,2025-02-01,India
Chennai,M1,2,2025,2,2025_02_post.xlsx,2025-02-01,India
Chiang Mai,F1,6,2025,2,2025_02_post.xlsx,2025-02-01,
Chiang Mai,J1,81,2025,2,2025_02_post.xlsx,2025-02-01,
Chisinau,J1,12,2025,2,2025_02_post.xlsx,2025-02-01,
Ciudad Juarez,F1,23,2025,2,2025_02_post.xlsx,2025-02-01,
Ciudad Juarez,J1,13,2025,2,2025_02_post.xlsx,2025-02-01,
Colombo,F1,7,2025,2,2025_02_post.xlsx,2025-02-01,
Colombo,J1,5,2025,2,2025_02_post.xlsx,2025-02-01,
Conakry,F1,3,2025,2,2025_02_post.xlsx,2025-02-01,
Copenhagen,F1,17,2025,2,2025_02_post.xlsx,2025-02-01,Denmark
Copenhagen,J1,79,2025,2,2025_02_post.xlsx,2025-02-01,Denmark
Cotonou,F1,6,2025,2,2025_02_post.xlsx,2025-02-01,
Curacao,F1,2,2025,2,2025_02_post.xlsx,2025-02-01,
Curacao,M1,2,2025,2,2025_02_post.xlsx,2025-02-01,
Dakar,F1,10,2025,2,2025_02_post.xlsx,2025-02-01,
Dakar,J1,7,2025,2,2025_02_post.xlsx,2025-02-01,
Dar es Salaam,F1,13,2025,2,2025_02_post.xlsx,2025-02-01,
Dar es Salaam,J1,10,2025,2,2025_02_post.xlsx,2025-02-01,
Dhahran,F1,27,2025,2,2025_02_post.xlsx,2025-02-01,Saudi Arabia
Dhahran,J1,5,2025,2,2025_02_post.xlsx,2025-02-01,Saudi Arabia
Dhahran,M1,1,2025,2,2025_02_post.xlsx,2025-02-01,Saudi Arabia
Dhaka,F1,108,2025,2,2025_02_post.xlsx,2025-02-01,Bangladesh
Dhaka,J1,21,2025,2,2025_02_post.xlsx,2025-02-01,Bangladesh
Dhaka,M1,1,2025,2,2025_02_post.xlsx,2025-02-01,Bangladesh
Dili,J1,5,2025,2,2025_02_post.xlsx,2025-02-01,
Doha,F1,17,2025,2,2025_02_post.xlsx,2025-02-01,Qatar
Doha,J1,8,2025,2,2025_02_post.xlsx,2025-02-01,Qatar
Doha,M1,2,2025,2,2025_02_post.xlsx,2025-02-01,Qatar
Dubai,F1,16,2025,2,2025_02_post.xlsx,2025-02-01,United Arab Emirates
Dubai,J1,3,2025,2,2025_02_post.xlsx,2025-02-01,United Arab Emirates
Dubai,M1,1,2025,2,2025_02_post.xlsx,2025-02-01,United Arab Emirates
Dublin,F1,9,2025,2,2025_02_post.xlsx,2025-02-01,Ireland
Dublin,J1,252,2025,2,2025_02_post.xlsx,2025-02-01,Ireland
Dublin,M1,1,2025,2,2025_02_post.xlsx,2025-02-01,Ireland
Durban,F1,5,2025,2,2025_02_post.xlsx,2025-02-01,
Durban,J1,74,2025,2,2025_02_post.xlsx,2025-02-01,
Dushanbe,F1,2,2025,2,2025_02_post.xlsx,2025-02-01,
Dushanbe,J1,1,2025,2,2025_02_post.xlsx,2025-02-01,
Erbil,F1,4,2025,2,2025_02_post.xlsx,2025-02-01,
Erbil,J1,8,2025,2,2025_02_post.xlsx,2025-02-01,
Erbil,M1,2,2025,2,2025_02_post.xlsx,2025-02-01,
Florence,F1,8,2025,2,2025_02_post.xlsx,2025-02-01,Italy
Florence,J1,71,2025,2,2025_02_post.xlsx,2025-02-01,Italy
Florence,M1,1,2025,2,2025_02_post.xlsx,2025-02-01,Italy
Frankfurt,F1,42,2025,2,2025_02_post.xlsx,2025-02-01,Germany
Frankfurt,J1,282,2025,2,2025_02_post.xlsx,2025-02-01,Germany
Frankfurt,M1,9,2025,2,2025_02_post.xlsx,2025-02-01,Germany
Freetown,F1,2,2025,2,2025_02_post.xlsx,2025-02-01,
Freetown,J1,3,2025,2,2025_02_post.xlsx,2025-02-01,
Gaborone,F1,1,2025,2,2025_02_post.xlsx,2025-02-01,
Gaborone,J1,11,2025,2,2025_02_post.xlsx,2025-02-01,
Georgetown,F1,4,2025,2,2025_02_post.xlsx,2025-02-01,
Georgetown,J1,6,2025,2,2025_02_post.xlsx,2025-02-01,
Georgetown,M1,1,2025,2,2025_02_post.xlsx,2025-02-01,
Guadalajara,F1,27,2025,2,2025_02_post.xlsx,2025-02-01,Mexico
Guadalajara,J1,179,2025,2,2025_02_post.xlsx,2025-02-01,Mexico
Guadalajara,M1,2,2025,2,2025_02_post.xlsx,2025-02-01,Mexico
Guangzhou,F1,257,2025,2,2025_02_post.xlsx,2025-02-01,China
Guangzhou,J1,187,2025,2,2025_02_post.xlsx,2025-02-01,China
